春のビビンバ丼,407
蒸し鶏ゴマ味噌ラーメン,429
温玉牛すじ味噌煮込み丼,462
かき揚げうどん,297
かけうどん,209
ロースカツカレー,407
カレーライス,308
ローストンカツごまソース,308
ササミチーズカツ,264
梅シソとんかつ,176
鯖味噌煮,176
チキン香草焼き,308
牛バラ野菜炒め,264
鶏のホワイトシチュー,264
若鳥南蛮,352
味噌汁,33
豚汁,110
ライスL,136
ライスM,115
ライスS,94
ライスSS,73
ほうれん草ひじき和え,88
フルーツヨーグルト,110
蒸し鶏サラダ,110
オクラ巣ごもり玉子,88
大学いも,88
豆腐,44
ショコラモンブラン,220
苺とベリーのケーキ,220
ショコラ,110
焼きプリンタルト,66
